"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets received","Likes received","User Id",Name,Username,"Verified or Non-Verified","Profile URL","Protected or Not Protected"
"""1217633974459281414""",https://twitter.com/cuomoprimetime/status/1217633974459281414,"2020-01-16 02:25:36","""""I don't think you're a liar. I think you spin away from questions, and do it very well.""

@ChrisCuomo clashes with White House counselor Kellyanne Conway on impeachment and other matters. https://t.co/hNdqW1Eol6""",Retweet,"SnapStream TV Search",1879,9646,"""902725445334044677""","""Cuomo Prime Time""",cuomoprimetime,Verified,https://twitter.com/cuomoprimetime,"Not Protected"
"""1217633305539108864""",https://twitter.com/cnn/status/1217633305539108864,"2020-01-16 02:22:57","""""Vladimir Putin has done it again. Facing a hard term limit in 2024 and falling approval ratings as the economy stagnates, [Putin] has taken an unexpected gamble to increase his options by reshaping the political system."" | Daniel Treisman for @CNNOpinion https://t.co/FbrtFvZL7i""",Tweet,SocialFlow,83,157,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
"""1217627814461083649""",https://twitter.com/cnn/status/1217627814461083649,"2020-01-16 02:01:08","""Democratic Rep. Annie Kuster of New Hampshire has endorsed Pete Buttigieg for president, giving the former mayor a significant endorsement weeks before her state's first-in-the-nation primary https://t.co/BxazmbEJ8f""",Tweet,SocialFlow,32,167,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
"""1217626386040487936""",https://twitter.com/cnn/status/1217626386040487936,"2020-01-16 01:55:27","""Indicted Rudy Giuliani associate Lev Parnas, a central figure in the White House's alleged Ukraine pressure campaign, said President Trump ""knew exactly what was going on"" despite his repeated denials of wrongdoing https://t.co/vKzy3bIJbd""",Tweet,SocialFlow,150,462,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
"""1217625275812458496""",https://twitter.com/cnn/status/1217625275812458496,"2020-01-16 01:51:02","""Congress is taking early steps to better understand how to research and regulate cannabis https://t.co/TBkJnUDWxR""",Tweet,SocialFlow,105,385,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
"""1217623403596845056""",https://twitter.com/cnn/status/1217623403596845056,"2020-01-16 01:43:36","""Two former Houston Police officers involved a botched raid that left two people dead were indicted by a Texas grand jury, prosecutors say https://t.co/IYRqrIwYr2""",Tweet,SocialFlow,43,146,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
"""1217621312056766475""",https://twitter.com/cnn/status/1217621312056766475,"2020-01-16 01:35:17","""Elizabeth Warren accused Bernie Sanders of calling her a liar on stage after Tuesday's debate. Here's the tense moment. https://t.co/cL3ppFmtxw https://t.co/F5wFMmy8FX""",Tweet,"SnapStream TV Search",232,621,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
"""1217620262465744897""",https://twitter.com/cnn/status/1217620262465744897,"2020-01-16 01:31:07","""Citigroup's female employees earned 27% less than men did, according to a new report from the company. That's a slight improvement over the 29% gender pay gap Citigroup reported for 2018. https://t.co/w1Z83Hls3G""",Tweet,SocialFlow,64,110,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
"""1217619593113624577""",https://twitter.com/cnn/status/1217619593113624577,"2020-01-16 01:28:27","""Elizabeth Warren accused Bernie Sanders of calling her a “liar” on stage in their tense post-debate exchange https://t.co/2B4FSe0n91""",Tweet,SocialFlow,173,953,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
"""1217617754943053824""",https://twitter.com/cnn/status/1217617754943053824,"2020-01-16 01:21:09","""A veteran who died alone in Tennessee was honored with a funeral from his fellow former service members https://t.co/kc5FPJXImL""",Tweet,SocialFlow,119,914,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
"""1217616458966016000""",https://twitter.com/cnn/status/1217616458966016000,"2020-01-16 01:16:00","""Louisiana State University acknowledged that several football players received cash from a star NFL player after the Tigers' victory in the College Football Playoff National Championship against Clemson two days ago https://t.co/ZOyX8CAfcu""",Tweet,SocialFlow,59,178,"""759251""","""CNN""",cnn,Verified,https://twitter.com/cnn,"Not Protected"
